S.No,Date,Prvs Closing,Capital Add,Opn Bal,Cash,Online,Roinet,Jio,Go2Sms,Credit,Pending,Damages,Expense,Total,Wthdrwl,Cls Bal,,,,,,,,,,,,
791,30-Jul-2025,290796,₹ 0,"₹ 2,90,796","₹ 1,18,940","₹ 1,03,688","₹ 17,788",₹ 180,₹ 321,"₹ 32,640","₹ 21,330",₹ 0,₹ 0,"₹ 2,94,887",₹ 0,"₹ 2,94,887",,,,,,,,,,,,
792,31-Jul-2025,294887,₹ 0,"₹ 2,94,887","₹ 1,90,970","₹ 51,062","₹ 13,315","₹ 1,573",₹ 321,"₹ 32,640","₹ 10,200",₹ 0,₹ 0,"₹ 3,00,081","₹ 1,00,000","₹ 2,00,081",,,,,,,,,,,,
793,1-Aug-2025,200081,₹ 0,"₹ 2,00,081","₹ 1,18,700","₹ 35,361","₹ 5,407","₹ 3,198",₹ 321,"₹ 27,640","₹ 10,200",₹ 0,"₹ 4,000","₹ 2,04,827",₹ 0,"₹ 2,00,827",,,,,,,,,,,,
794,2-Aug-2025,200827,₹ 0,"₹ 2,00,827","₹ 1,60,720","₹ 7,877","₹ 3,782","₹ 3,298",₹ 321,"₹ 27,840",₹ 0,₹ 0,₹ 0,"₹ 2,03,838",₹ 0,"₹ 2,03,838",,,,,,,,,,,,
795,3-Aug-2025,203838,₹ 0,"₹ 2,03,838","₹ 1,51,840","₹ 19,500","₹ 5,248","₹ 2,352",₹ 321,"₹ 27,840",₹ 0,₹ 0,₹ 0,"₹ 2,07,101",₹ 0,"₹ 2,07,101",,,,,,,,,,,,
796,4-Aug-2025,207101,₹ 0,"₹ 2,07,101","₹ 1,59,990","₹ 16,159","₹ 5,265","₹ 1,503",₹ 321,"₹ 27,840",₹ 0,₹ 0,₹ 706,"₹ 2,11,784",₹ 0,"₹ 2,11,078",,,,,,,,,,,,
797,5-Aug-2025,211078,₹ 0,"₹ 2,11,078","₹ 1,63,540","₹ 7,329","₹ 1,625",₹ 882,₹ 321,"₹ 27,840","₹ 13,760",₹ 0,₹ 0,"₹ 2,15,297",₹ 0,"₹ 2,15,297",,,,,,,,,,,,
798,6-Aug-2025,215297,₹ 0,"₹ 2,15,297","₹ 1,57,422","₹ 9,896","₹ 8,272","₹ 1,358",₹ 321,"₹ 27,340","₹ 13,760",₹ 0,"₹ 1,000","₹ 2,19,369",₹ 0,"₹ 2,18,369",,,,,,,,,,,,
799,7-Aug-2025,218369,₹ 0,"₹ 2,18,369","₹ 92,510","₹ 76,730","₹ 11,749",₹ 810,₹ 321,"₹ 27,340","₹ 15,350",₹ 0,₹ 0,"₹ 2,24,810",₹ 0,"₹ 2,24,810",,,,,,,,,,,,
800,8-Aug-2025,224810,₹ 0,"₹ 2,24,810","₹ 1,36,480","₹ 22,992","₹ 25,920",₹ 274,₹ 321,"₹ 27,340","₹ 15,350",₹ 0,₹ 0,"₹ 2,28,677",₹ 0,"₹ 2,28,677",,,,,,,,,,,,
801,9-Aug-2025,228677,₹ 0,"₹ 2,28,677","₹ 44,960","₹ 1,29,523","₹ 13,365",₹ 25,₹ 321,"₹ 27,340","₹ 15,350",₹ 0,₹ 0,"₹ 2,30,884",₹ 0,"₹ 2,30,884",,,,,,,,,,,,
802,10-Aug-2025,230884,₹ 0,"₹ 2,30,884","₹ 66,850","₹ 80,129","₹ 43,640",₹ 6,₹ 321,"₹ 27,340","₹ 15,350",₹ 0,₹ 0,"₹ 2,33,636",₹ 0,"₹ 2,33,636",,,,,,,,,,,,
803,11-Aug-2025,233636,₹ 0,"₹ 2,33,636","₹ 21,220","₹ 1,76,002","₹ 8,350",₹ 848,₹ 321,"₹ 27,340",₹ 0,₹ 0,"₹ 4,000","₹ 2,38,081",₹ 0,"₹ 2,34,081",,,,,,,,,,,,
804,12-Aug-2025,234081,₹ 0,"₹ 2,34,081","₹ 2,07,970",₹ 0,"₹ 2,334",₹ 51,₹ 321,"₹ 27,340",₹ 0,₹ 0,₹ 0,"₹ 2,38,016",₹ 0,"₹ 2,38,016",,,,,,,,,,,,
805,13-Aug-2025,238016,₹ 0,"₹ 2,38,016","₹ 1,72,850","₹ 33,157","₹ 5,469","₹ 1,754",₹ 321,"₹ 27,360",₹ 0,₹ 0,₹ 500,"₹ 2,41,411",₹ 0,"₹ 2,40,911",,,,,,,,,,,,
806,14-Aug-2025,240911,₹ 0,"₹ 2,40,911","₹ 2,02,850","₹ 12,958","₹ 1,564",₹ 938,₹ 321,"₹ 27,360",₹ 0,₹ 0,₹ 0,"₹ 2,45,991",₹ 0,"₹ 2,45,991",,,,,,,,,,,,
807,15-Aug-2025,245991,₹ 0,"₹ 2,45,991","₹ 1,97,140","₹ 19,127","₹ 4,460",₹ 231,₹ 321,"₹ 27,040",₹ 0,₹ 0,₹ 0,"₹ 2,48,319",₹ 0,"₹ 2,48,319",,,,,,,,,,,,
808,16-Aug-2025,248319,₹ 0,"₹ 2,48,319","₹ 1,13,910","₹ 96,802","₹ 12,519",₹ 176,₹ 321,"₹ 27,040",₹ 0,₹ 0,₹ 0,"₹ 2,50,768",₹ 0,"₹ 2,50,768",,,,,,,,,,,,
809,17-Aug-2025,250768,₹ 0,"₹ 2,50,768","₹ 40,910","₹ 1,78,602","₹ 5,348",₹ 157,₹ 321,"₹ 27,040",₹ 0,₹ 0,₹ 0,"₹ 2,52,378",₹ 0,"₹ 2,52,378",,,,,,,,,,,,
810,18-Aug-2025,252378,₹ 0,"₹ 2,52,378","₹ 1,96,980","₹ 26,901","₹ 1,614","₹ 1,779",₹ 321,"₹ 27,040",₹ 0,₹ 0,₹ 0,"₹ 2,54,635",₹ 0,"₹ 2,54,635",,,,,,,,,,,,
811,19-Aug-2025,254635,₹ 0,"₹ 2,54,635","₹ 1,84,690","₹ 39,525","₹ 6,054","₹ 1,033",₹ 321,"₹ 27,040",₹ 0,₹ 0,₹ 0,"₹ 2,58,663",₹ 0,"₹ 2,58,663",,,,,,,,,,,,
812,20-Aug-2025,258663,₹ 0,"₹ 2,58,663","₹ 1,15,490","₹ 1,02,179","₹ 12,263",₹ 266,₹ 321,"₹ 26,240",₹ 0,₹ 0,"₹ 4,720","₹ 2,61,479",₹ 0,"₹ 2,56,759",,,,,,,,,,,,
813,21-Aug-2025,256759,₹ 0,"₹ 2,56,759","₹ 1,58,150","₹ 62,695","₹ 11,643","₹ 1,380",₹ 321,"₹ 26,240",₹ 0,₹ 0,₹ 0,"₹ 2,60,429",₹ 0,"₹ 2,60,429",,,,,,,,,,,,
814,22-Aug-2025,260429,₹ 0,"₹ 2,60,429","₹ 1,86,660","₹ 19,631","₹ 21,698","₹ 8,311",₹ 321,"₹ 26,240",₹ 0,₹ 0,₹ 201,"₹ 2,63,062",₹ 0,"₹ 2,62,861",,,,,,,,,,,,
815,23-Aug-2025,262861,₹ 0,"₹ 2,62,861","₹ 1,54,080","₹ 52,776","₹ 24,114","₹ 7,803",₹ 321,"₹ 26,539",₹ 0,₹ 0,₹ 500,"₹ 2,66,133",₹ 0,"₹ 2,65,633",,,,,,,,,,,,
816,24-Aug-2025,265633,₹ 0,"₹ 2,65,633","₹ 61,800","₹ 1,57,612","₹ 13,383","₹ 7,727",₹ 321,"₹ 27,039",₹ 0,₹ 0,₹ 0,"₹ 2,67,882",₹ 0,"₹ 2,67,882",,,,,,,,,,,,
